"External ID","Nome","Categoria","Costo","Prezzo di Vendita","Quantità in possesso","Quantità prevista","Riferimento interno","Sequenza","Tipo Prodotto","Unità di misura"
"__export__.product_template_3597_115b68e3","dispositivo cod. F430/2 Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3598_19982828","dispositivo cod. F430/4 Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3595_24c84541","dispositivo cod. F430R8 Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3615_a8738abe","dispositivo cod. F453AV Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3626_54b3f0f5","dispositivo cod. F500 Radio SCS Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3596_2db76b9b","dispositivo cod. F502 Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3622_792c7b86","dispositivo cod. L4560 Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3611_d49a320b","dispositivo cod.L4561 Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3601_3eb44f2c","dispositivo cod. L4651/2 Bticino living","__export__.product_category_15","0.0","4.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3613_a8d80814","dispositivo cod. L4692 Bticino living fancoil","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3624_8b6cb2b1","dispositivo cod. L4693 Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3614_928e368f","dispositivo cod. N4692 Bticino living","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3236_fc644f0f","Dispositivo con Radiomicrofono di AEB Industriale","__export__.product_category_17","0.0","1.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3616_208ca2ef","Dispositivo PIN per VNP","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3608_b7617e0a","dispositivo Touch Screen Mod TS 3.5"" ","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3609_34c1a8c5","dispositivo Touch Screen Mod. TS 7"" pre-produzione","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3800_40b469a9","Dissipatore in Acciaio per SEB3; SEB3;","__export__.product_category_25_3bd84a2e","3.13","3.13","22.0","22.0","Prod","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2362_0d3dbcf1","distribution box","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3490_ccba4009","DLink Web Smart Switch DGS 1224-T","__export__.product_category_17","0.0","1.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_46_c55f3f7d","Dominio web","__export__.product_category_6","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2502_60d77a3d","Doughter Board","__export__.product_category_17","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3753_f61bcafa","Down payment","product.product_category_all","0.0","1.0","0.0","0.0","","1","Servizio","uom.product_uom_unit"
"__export__.product_template_2765_788116bf","Driver, LED, Constant Current, STP16CP05MTR/TTR, STM, 16 Out, 20V/100mA, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","O-6-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2440_337761e9"," Driver, LED, High Side, LT3591EDDB, Linear, DFN8, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","M-4-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1483","Driver, Motor, Full-bridge, DRV8801, 2.8A, PMSOP, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","E-7-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1484","Driver, Motor, Full-bridge, DRV8801, 2.8A, PQFN, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","E-7-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1205","Driver, Motor, Full-bridge, L6205, ST, DIP, THD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","I-4-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1204","Driver, Motor, Full-bridge, Stepper Driver, L6208, Full Bridge, ST, DIP, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1218","Driver, PWM, Low Side, DRV103, Texas, 1.5A/3A, HSOP8, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","E-7-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2400_82a9fea7","DS33P00000, DSCAN 3.3 PLUS","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_4041_8b654539","DSL166-650-F1.6, Campionatura","__export__.product_category_17","0.0","0.0","0.0","5.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3587_3d597d50","DSOX3104A KEYSIGHT 1GHz, 4CH, Oscilloscope","__export__.product_category_17","0.0","1.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2543_4c8cbcf0","E3A51-L12, FTG","__export__.product_category_18","0.0","1.0","5.0","5.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3054_fbb2be0b","EA 1151-01-3 SCHEDA MADRE CONNEX","__export__.product_category_17","0.0","1.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2566_5f923fc6","EA1151-0 scheda carrier + CPU + antenna a parte","__export__.product_category_17","0.0","1.0","1.0","1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3308_7470c05f","EA1157-01-0 Scheda Logica Clima 2018 + Display (DDT 166 del 15/03/2018 BrainBee)","__export__.product_category_17","0.0","1.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3125_81de1ebe","ECP14/TR/DAN EMERGENCY CALL POINT ON BOARD","product.product_category_all","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_4058_df281bcd","Elan-tech ADHPU6005cart. 50 ml, Electronic Key Stop","__export__.product_category_25_3bd84a2e","0.0","0.0","0.0","0.0","Prod","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3858_aff38263","Electronic Keystop, ControlUnit, Complete Rev.3","__export__.product_category_9","31.5","31.5","19.0","19.0","Scheda","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_4050_7bf072fc","Electronic Keystop, Control Unit Complete, Rev.5","__export__.product_category_9","0.0","0.0","0.0","30.0","Disp","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3922_5e174558","Electronic Keystop, Key Reader Antenna Complete, Rev.0","__export__.product_category_9","0.0","0.0","'-3.0","27.0","Disp","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_4049_4babfc5e","Electronic Keystop, Key Reader Complete, Rev.4","__export__.product_category_9","0.0","0.0","0.0","30.0","Disp","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3859_7bbed5b2","Electronic Keystop, Key Reader Rev.3 + Antenna Rev.0, Complete","__export__.product_category_9","46.699999999999996","46.7","20.0","20.0","Scheda","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3467_7441649d","ELETTROMAGNETE CM 40 SY2 24V SYSTEM; Unitec;","__export__.product_category_17","0.0","1.0","'-96.0","'-96.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3571_b10026d1","ELETTROVALVOLA , VQZ312-5L01-02F-Q, MARCA SMC","__export__.product_category_17","0.0","1.0","'-8.0","'-8.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3892_703ff845","Eli Lilly, Wall Wireless Charger, Completo","__export__.product_category_24_8733435d","0.0","19500.0","1.0","1.0","Disp","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_13_9c1f54fa","Energia Elettrica","__export__.product_category_6","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2684_670ab351","entola Heater, 60mm x 20mm, 24 Volt","__export__.product_category_9","0.0","1.0","6.0","6.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2587_bbcf5434","EPOS HOA da 3UX, 1003317-903","__export__.product_category_17","0.0","1.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2868_5d183cb5","EPOS Module HOA (FII), 1003317-902","__export__.product_category_17","0.0","1.0","1.0","1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2869_2063d3d6","EPOS Patch Cable 2, 1003245-902","__export__.product_category_17","0.0","1.0","1.0","1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2260_bcd043d2","Ethernet, PHY, 10/100, DP83848IVV, Industial -40° to 85°C, LQFP48, SMD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1487","Ethernet, PHY, 10/100, DP83848IVV, Industial -40° to 85°C, LQFP48, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","F-5-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2242_f265575b","Ethernet, PHY, 10/100, KSZ8081RNBIA, MICREL , QFN-32, SMD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2221_c09abe77","Ethernet, PHY, 10/100, KSZ8081RNBIA, MICREL , QFN-32, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","I-8-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1224","Ethernet, PHY, 10/100, LQDP83848VYB, Extended -40° to 105°C, LQFP48 + PAD, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","F-5-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1975_42e7712e","Ethernet, PHY, 10/100, LQDP83848YB, Extended -40° to 125°C, LQFP48 + PAD, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","F-5-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2446_07b72d64","Ethernet, Switch, Maganaged, 10/100, 8 port, 1 MII port, KSZ8999I, MICREL , 208PQFP, SMD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2600_a1a042ca","Ethernet, Switch, Maganaged, 10/100, 8 port, 1 MII port, KSZ8999, MICREL, PQFP208, SMD -$","__export__.product_category_3","0.0","1.0","0.0","0.0","M-4-5","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3483_bcdfa012","Etichette per dispositivo Heater ","__export__.product_category_9","0.0","1.0","3.0","3.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2717_b5ab1972","evaluation board SECO","__export__.product_category_17","0.0","1.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3853_305bd564","Explora Colombo, Cryogenic smoker, OVEN 4T 60x40 -GN 1/1 PI3","__export__.product_category_17","0.0","0.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3954_bab74424","Explora KT Combi steam oven 5T GN 2/3, SN183660157, PF1525, Piron","__export__.product_category_17","0.0","0.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_1866_6f8e0c7d","EZ430-CHRONOS-868","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2036_bffdffe4","Fan, Ventole, D=40mm, 12V","__export__.product_category_3","0.0","1.0","0.0","0.0","H-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2035_6b319507","Fan, Ventole, D=80mm, 12V","__export__.product_category_3","0.0","1.0","0.0","0.0","H-10","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3160_0f1fbd29","Fascette per Cablaggio","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2732_7455c164","Ferrite, EMI Suppression, Z 100ohm, Z 0.15 ohm, 500mA, 742792620, WE, 0603, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","L-7-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2271_3a899b3c","Ferrite, EMI Suppression, Z 220ohm, R 0.05ohm, 2A, 742792022, WE, 0805, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Z-3-11","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2248_db2c0c8d","Ferrite, EMI Suppression, Z 220ohm, R 0.05ohm, 2A, 742792022, WE, 0805, SMD","__export__.product_category_9","0.0","1.0","0.0","0.0","Prod","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2210_338c43fb","Ferrite, EMI Suppression, Z 22ohm, R 0.008ohm, 6A,  742792021, WE, 0805, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Z-4-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_627","Ferrite, EMI Suppression, Z 22ohm, R 0.008ohm, 6A, 742792021, WE, 0805, SMD","__export__.product_category_9","0.0","1.0","'-14112.0","'-14112.0","Prod","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2734_d33eb42c","Ferrite, EMI Suppression, Z 22ohm, R 0.05ohm, 1A, 742792604, WE, 0603, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","L-8-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_475","Ferrite, EMI Suppression, Z 50ohm, R 0.02ohm, 6A, 2512065007Y6, FAIR-RITE, 1206, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","Z-1-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2735_70a415d6","Ferrite, EMI Suppression, Z 600ohm, R 0.2ohm, 1A, 742792651, WE, 0603, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","L-8-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3128_60926909","Ferrite, Inductor, Choke, VK200, 7MHz, 3A, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","P-12-3","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3640_d61e286d","Filamento Tought PLA Ultimaker 2.85 MM 750 G White","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3641_1ed07260","Filamento Z PCTG Basf Innofil 2.85 MM 750 G Black","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3436_10c62dd7","Filtro per 220V, FN2020-30-08, Schaffner, INGRESSO, 30A, EMC, EMC, FASTON ","__export__.product_category_9","0.0","1.0","1.0","1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3435_99732130","Filtro per 220V, RND 165-00031, RND Components, INGRESSO, 20A, EMC, EMC, HEATER;","__export__.product_category_25_3bd84a2e","13.52","13.52","25.0","25.0","Prod","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2296_618977a5","Flasher, Rondella piana, M2.5","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3065_bdad504e","Flip-Flop, D-type, Dual, CD4013BCN, ON Semiconductors, PDIP, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","B-1-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3330_ae8db6ca","Flip-Flop, D-type, Dual, HC74, SOIC14, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","B-1-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_1808_72f41466","Flip-Flop, D-type, Dual, HEF4013BT, NXP, SOIC14, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","B-1-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3352_e7fa04d1","Flip-Flop, D-Type, Octal, 3-State Out, HC373, TEXAS, PDIP20, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","B-1-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3339_f63e7c35","Flip-Flop, D-Type, Octal, SN74LS374N, TEXAS, PDIP20, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","B-1-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3066_0934c0b7","Flip-Flop, D-type, TC4013BP, TOSHIBA, PDIP14, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","B-1-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3336_37b1cfa6","Flip-Flop, Tri-State not inverted, Positive Edge, SN74LS374N, TEXAS, PDIP20, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","B-1-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_4068_8b048ef4","Floppy Disk Rotti","__export__.product_category_17","0.0","0.0","'-500.0","'-500.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3027_c73a6e90","Flussante, SMD291NL, CHIP QUIK, Siringa","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2130_8c481166","Flussante, SMD4300TF, Siringa","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2629_1f807a26","Flyback Transformer WE-FB; MIDCOM 750313443; EP10 SMD; Ui=8-32V; Uoi=12V/0.375A; Uo2=12V/0.375; f=100kHz","__export__.product_category_9","0.0","1.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2398_25f07f0c","Flyer Develboard","product.product_category_all","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3430_ee0be3a9","Foglio termoisolante, Carta Superwool 607, 1.2m x 610mm x 9mm, RS, cod. 840-5517","__export__.product_category_9","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3431_b87efe20","Foglio termoisolante, Silicato di calcio-magnesio, 2.2m x 610mm x 3mm, RS, 775-7801","__export__.product_category_9","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3741_e3d5c4a3","formazio","product.product_category_all","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3749_b9e619a9","Forno CKM PNC P40199","__export__.product_category_15","0.0","0.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_4042_2cd3520d","FPL100005079, Campionatura","__export__.product_category_17","0.0","0.0","0.0","5.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_4044_e4a7a3f6","FPL-10009234, Campionatura","__export__.product_category_17","0.0","0.0","0.0","5.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_4063_1e5d4ea3","FR000005.00 rif. ddt 1M01-210212 del 13/04/21","__export__.product_category_17","0.0","0.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_4048_4fb78e1d","FR000005.R1 S/N W592430004600","__export__.product_category_17","0.0","0.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3738_33ba4ecd","Free delivery charges","product.product_category_all","0.0","0.0","0.0","0.0","","1","Servizio","uom.product_uom_unit"
"__export__.product_template_3792_71a5666c","Frontale adesivo in policarbonato, Heater,","__export__.product_category_25_3bd84a2e","5.5","5.5","32.0","32.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_4023_2dbbf84c","Frontale assemblato completo (scheda + interfaccia + case)","__export__.product_category_25_3bd84a2e","0.0","0.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3244_b3245e28","F-TOUCH 9100 BRAIN BEE, Brain Bee, Art.1010601357XX","__export__.product_category_17","0.0","1.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3243_1d413f6b","F-TOUCH BASE STATION, Brain bee SPA, ","__export__.product_category_17","0.0","1.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2361_9d31e7e9","FUES 2 side electronics wall rack","__export__.product_category_17","0.0","1.0","'-2.0","'-2.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_710","Fuse, 1.1A, 30V, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","P-9-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3076_5249a0fb","Fuse, 2016L050MR, Littelfuse, 550mA, 1.1A, 60V, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3392_b9dd7378","Fuse, Cartridge, 250V, 3A, 6,3x32mm, Glass","__export__.product_category_3","0.0","1.0","0.0","0.0","P-12-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3393_282d0a88","Fuse, Cartridge, 250V, 4A, 6,3x32mm, Glass","__export__.product_category_3","0.0","1.0","0.0","0.0","P-12-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3391_371c2948","Fuse, Cartridge, 250V, 5A, 6,3x32mm, Glass","__export__.product_category_3","0.0","1.0","0.0","0.0","P-12-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3129_6fe6a7de","Fuse, Cartridge, 250V, 8A, 2x20mm, Glass","__export__.product_category_3","0.0","1.0","0.0","0.0","P-12-4","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2725_a35722cf","Fuse, MF-MSMF050-2, BOURNS, 500 mA, 1 A, 15 V, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","L-6-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3135_05f63e11","Fuse, MF-MSMF150/24X-2, BOURNS, 1.5A, 0.03ohm, 24V, SMD","__export__.product_category_3","0.0","1.0","0.0","0.0","L-6-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3098_cf0e95fc","Fuse, Radial, RXEF250, Littelfuse, 2.5A, 5A, 72V, THD","__export__.product_category_3","0.0","1.0","0.0","0.0","P-8-5","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2544_eafe9675","G4A94-L12, FTG","__export__.product_category_18","0.0","1.0","5.0","5.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3652_a55c918e","Gap Pad Ultrasoft 200Mil 30x13,5mm, no foro, Comelz Camera Ver.2, Comelz","__export__.product_category_9","0.0","1.0","0.0","0.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3903_5ecdb2f2","Gap Pad Ultrasoft 80mils, diametro 27mm, no foro, toll.+/-1,27mm, BCLGUDN080027C","__export__.product_category_25_3bd84a2e","0.61","0.61","0.0","210.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_26_f245d998","Gas","__export__.product_category_6","0.0","1.0","0.0","0.0","","1","Servizio","uom.product_uom_unit"
"__export__.product_template_3550_b5e86d30","GEL PAD Generico","__export__.product_category_17","0.0","1.0","'-1.0","'-1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2625_d0f1b46d","GEL PAD Outline Router Bot sp.5 mm con un lato adesivo, FA17-TP150S-M2810; SEB3;","__export__.product_category_25_3bd84a2e","4.2","4.2","26.0","26.0","Prod","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_2626_8369c743","GEL PAD Outline Router SP TOP sp.3 mm con un lato adesivo, FA17-TP150S-M2811, 1181-25,4; SEB3;","__export__.product_category_25_3bd84a2e","2.96","2.96","15.0","15.0","Prod","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3039_5be99b9c","Generatore di funzione, Banco, Programmabile, 10MHz, TG1010A, AIM-TTI","__export__.product_category_11","0.0","0.0","1.0","1.0","Strum","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3655_eaacd2e4","Generatore di funzione, Banco, Programmabile, 40MHz, 2 Can, TGF4042, AIM-TTI","__export__.product_category_3","0.0","1.0","1.0","1.0","Strum","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3937_b423dcab","GE - U200 2L 2E+1 OCDif, 14F002, GE0014802, Unitec","__export__.product_category_17","0.0","0.0","1.0","1.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3565_a0ec7641","Ghiera per Cavo, Capocorda, Estremità DIN, Singolo Cavo, 23 AWG, 0.25 mm², 6 mm, Blu","__export__.product_category_3","0.0","1.0","0.0","0.0","O-2-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3567_692b4555","Ghiera per Cavo, Capocorda, Singolo Cavo, 18 AWG, 1 mm², 8 mm, Rosso, Serie E","__export__.product_category_3","0.0","1.0","0.0","0.0","O-2-2","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3566_eb24da9d","Ghiera per Cavo, Capocorda, Singolo Cavo, 20 AWG, 0.75 mm², 8 mm, Blu, Serie DICE","__export__.product_category_3","0.0","1.0","0.0","0.0","O-2-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3568_e0f41bbc","Ghiera per Cavo, Capocorda, Singolo Cavo, 22 AWG, 0.5 mm², 8 mm, Bianco, Serie E","__export__.product_category_3","0.0","1.0","0.0","0.0","O-2-1","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3585_8f59794d","GL-EMU - SW GESTIONE DATABASE ORDINI TAGLIO - Chiave hardware K16278 ","__export__.product_category_15","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_2061_11da8b78","Gommini, Grommet, 732, Keystone Electronics, 11.1mm Cavo, 14.3mm Foro, 1.6mm Pannello","__export__.product_category_3","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3459_77168cc0","Grani M2,5; 3 mm; DIN 914 A2; Wurth;","__export__.product_category_9","0.0","1.0","500.0","500.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3072_9ae58e0d","GreenBox","product.product_category_all","0.0","1.0","0.0","0.0","","1","Consumabile","uom.product_uom_unit"
"__export__.product_template_3470_fd01137c","GRUPPO DI TRASPORTO SINISTRO ESCLUSO TAZZA (PERNI INOX)","__export__.product_category_17","0.0","1.0","'-33.0","'-33.0","","1","Prodotto immagazzinabile","uom.product_uom_unit"
"__export__.product_template_3833_cbeb082a","Guarnizione interna per Heater; Heater;","__export__.product_category_25_3bd84a2e","7.8","7.8","60.0","60.0","Prod","1","Prodotto immagazzinabile","uom.product_uom_unit"
